language,id,text,file,node,lineNumber,lock,comment
ko,line:0442519,"Baepsae: Besides the basic ingredients, you can also add extra toppings.",C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,157,bd244c80,
ko,line:0183067,"Baepsae: By purchasing new sauces, we can add new Tteokbokki options to the menu.",C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,158,c463ebac,
ko,line:0095d71,"Baepsae: The more new ingredients and sauces we have, the more customers we draw. right?",C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,161,476ff7a6,
ko,line:0b34612,"Baepsae: First, let's try buying the new <b>Mala Sauce</b>.",C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,163,7acb37dd,
ko,line:092c16a,Baepsae: Mala is very popular!,C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,168,e5f2dac1,
ko,line:019d2fe,Baepsae: Selected items for purchase will be highlighted with a brown border.,C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,170,97f2b1d5,
ko,line:0fdad80,"Baepsae: If business is good and stock runs low, they'll be marked in red in the shop.",C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,172,c8cdc4bc,
ko,line:0efa7eb,Baepsae: I recommend checking often and keeping your stock replenished in advance!,C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,173,974249fa,
ko,line:0618759,"Baepsae: Oh, and one more thing!",C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,175,a0099b64,
ko,line:0eeb96c,Baepsae: There will be special events every few days.,C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,176,30879f88,
ko,line:03104c9,Baepsae: Specific ingredients will give you bonuses!,C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,177,783f92e9,
ko,line:04b7740,Baepsae: So keep a close eye on that.,C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,178,fef36ee8,
ko,line:03b75e3,"Baepsae: Now, click <b>'Order'</b> to complete your purchase.",C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,180,60ef6d09,
ko,line:0a7fd98,"Baepsae: Lastly, let me show you the <b>Daily Closing Report</b>!",C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,185,196b893c,
ko,line:0f0b24f,"Baepsae: It summarizes today's revenue, expenses, and purchased ingredients all at a glance.",C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,186,24834f8d,
ko,line:0d3f4b7,"Baepsae: Now, try pressing <b>'Close Shop'</b>.",C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,192,5cd481db,
ko,line:0256222,Baepsae: That’s everything for the closing process!,C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,197,17fb4e4d,
ko,line:0836977,Baepsae: How was it? Can you handle it?,C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,198,57a06270,Line metadata: lastline
ko,line:096f0c6,Yes. I can do it.,C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,199,045836e0,
ko,line:06cd68e,No. This is too difficult.,C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,Tutorial,201,0fab2118,
ko,line:0f30232,"Baepsae: Really? As a bird, I can't do anything this by myself. I need help.",C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,TutorialEnd,207,2145e73a,
ko,line:0691ec1,Baepsae: You really don't think you can do it?,C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,TutorialEnd,208,62995b4f,Line metadata: lastline
ko,line:010b450,"No, on second thought, I think I can do it.",C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,TutorialEnd,209,0033392d,
ko,line:0f64e82,"Yes, I don't think I can do this.",C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,TutorialEnd,211,463e79ab,
ko,line:0d0809f,Baepsae: I see…,C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,TutorialBadEnd,217,2e81261e,
ko,line:08fc522,"Baepsae: That's a shame. Still, if you come as a customer, I'll give you a little extra.",C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,TutorialBadEnd,218,5f8a8a06,
ko,line:06bd713,"Baepsae: I don't know if I'll be able to find anyone else to help, but…",C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,TutorialBadEnd,219,23d54f2f,
ko,line:01ce417,Baepsae: Goodbye…,C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,TutorialBadEnd,220,15aebd27,
ko,line:0925ea9,Baepsae: Great! Then let's start the business!,C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,TutorialEndOK,228,75a20dd6,
ko,line:052e9f5,Baepsae: The goal is 2.5 million won.,C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,TutorialEndOK,229,7bd5e82f,
ko,line:0aea50f,Baepsae: Good luck!,C:\Fork\Tteokbokki\Tteokbokki\Assets\07.YarnSpinner\YarnScript\TutorialScript.yarn,TutorialEndOK,230,a2e227f9,
